time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.78702	18.9851	4.91097	3.77204	0.451425	lidar	0.667693	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57773	18.8354	4.94617	3.79582	0.456524	radar	1.49769	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39989	18.7042	4.91177	3.81582	0.454356	lidar	1.13109	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22006	18.5613	4.86547	3.83265	0.442715	radar	1.34462	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.0935	18.4074	4.78776	3.86785	0.457303	lidar	1.96688	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90522	18.2365	4.87202	3.90097	0.480969	radar	7.31664	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65203	18.0939	4.95047	3.89712	0.451207	lidar	2.6518	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49178	17.9424	4.8812	3.91315	0.438063	radar	3.37947	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26585	17.7746	4.94204	3.91969	0.421307	lidar	1.23325	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08368	17.592	4.99228	3.94642	0.434391	radar	2.38125	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90668	17.4736	4.94944	3.949	0.415808	lidar	6.20575	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75826	17.2595	5.00019	3.99262	0.44914	radar	3.17687	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58331	17.0738	5.01109	4.01046	0.444264	lidar	0.0618733	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42281	16.9065	4.94099	4.01863	0.420874	radar	2.05059	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25914	16.7341	4.93306	4.03247	0.4137	lidar	0.525748	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.0879	16.5376	4.92426	4.04391	0.397872	radar	5.00914	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93114	16.3078	4.96296	4.07068	0.404161	lidar	2.22655	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77893	16.1308	4.91451	4.07895	0.386259	radar	1.11503	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57649	15.9608	4.94801	4.07236	0.35927	lidar	1.92884	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44474	15.7316	5.00292	4.10784	0.38474	radar	1.89106	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27214	15.5133	5.04683	4.11908	0.375849	lidar	0.836323	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11886	15.32	5.02947	4.12732	0.362468	radar	1.04832	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.908694	15.1004	5.11016	4.12293	0.338175	lidar	2.56312	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.768041	14.9194	5.03919	4.12708	0.318282	radar	2.67984	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.661893	14.7056	5.01207	4.15419	0.330113	lidar	0.357896	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.546393	14.4659	5.05719	4.18585	0.351229	radar	1.61457	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.372914	14.2431	5.10571	4.18748	0.334216	lidar	0.969182	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.24663	13.9923	5.19365	4.2174	0.357248	radar	2.9999	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.224876	13.746	5.12242	4.27323	0.397272	lidar	3.68409	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.118361	13.5033	5.16751	4.29849	0.407528	radar	1.04027	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0447689	13.2718	5.21253	4.29572	0.382773	lidar	1.35259	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.160444	13.0531	5.16449	4.30302	0.365511	radar	1.0956	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.171061	12.829	5.07838	4.352	0.399035	lidar	3.48222	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285858	12.6031	5.03667	4.35538	0.375478	radar	3.41497	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.402701	12.3671	5.05869	4.36242	0.362773	lidar	0.344297	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.520486	12.1581	5.01841	4.36079	0.338304	radar	3.84414	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.599103	11.939	4.99433	4.3775	0.338525	lidar	0.531871	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.718964	11.7106	4.99182	4.376	0.316184	radar	2.90909	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.908354	11.465	5.07463	4.35078	0.271585	lidar	4.59177	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.00512	11.2405	5.01005	4.35267	0.251007	radar	3.15021	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.17901	11.0114	5.06046	4.33054	0.213936	lidar	2.91224	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.262	10.767	5.09728	4.35078	0.229419	radar	1.01003	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.39268	10.5121	5.14534	4.34804	0.214034	lidar	1.12131	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48214	10.2507	5.19502	4.36513	0.22473	radar	1.25245	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.58178	10.04	5.16202	4.36749	0.215911	lidar	2.1088	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.66854	9.81136	5.12696	4.3738	0.208333	radar	0.594214	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.74597	9.59089	5.09592	4.38426	0.208735	lidar	0.795045	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.85577	9.33955	5.15024	4.38773	0.205033	radar	2.63293	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94104	9.04693	5.2136	4.40157	0.208046	lidar	3.99636	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0248	8.82502	5.15405	4.40269	0.19313	radar	1.94544	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12269	8.5726	5.17643	4.40515	0.185394	lidar	0.233174	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.24888	8.3191	5.21161	4.39516	0.163598	radar	3.09329	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.29897	8.08572	5.17315	4.41354	0.174632	lidar	0.640174	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36177	7.87383	5.10695	4.42149	0.171774	radar	5.48798	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.47564	7.6219	5.14429	4.41477	0.155471	lidar	0.89818	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.63251	7.38831	5.13498	4.38084	0.100451	radar	6.36945	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.73756	7.13124	5.16869	4.37875	0.0927529	lidar	0.46951	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.8023	6.89762	5.15409	4.39265	0.106194	radar	1.44401	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84609	6.68975	5.07961	4.40835	0.117431	lidar	2.31784	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90951	6.46897	5.00232	4.40798	0.100154	radar	4.1007	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96574	6.23226	4.98657	4.41962	0.10706	lidar	0.231048	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08388	5.98511	5.03439	4.40865	0.0906609	radar	3.65978	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16792	5.71021	5.08805	4.41271	0.0897466	lidar	1.7121	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27659	5.46358	5.0855	4.3956	0.0558536	radar	2.623	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.37336	5.20131	5.12751	4.39357	0.050693	lidar	0.689628	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.44395	4.95577	5.13023	4.40217	0.0599192	radar	0.10317	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55877	4.67668	5.20806	4.39492	0.0494005	lidar	2.34271	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6692	4.42351	5.21465	4.37715	0.0158217	radar	2.5671	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80154	4.15124	5.29009	4.36403	0.00213157	lidar	2.81513	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88477	3.91072	5.28021	4.37013	0.0137154	radar	1.05532	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9566	3.67846	5.24216	4.37476	0.0172905	lidar	0.605661	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.05886	3.47206	5.18208	4.35823	-0.0109982	radar	4.41098	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.14923	3.22755	5.18496	4.35771	-0.0109418	lidar	0.00353577	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26669	2.97162	5.22135	4.34278	-0.0340677	radar	1.02567	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35604	2.69795	5.26425	4.34622	-0.0284633	lidar	1.21951	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44435	2.44836	5.26604	4.34875	-0.0224181	radar	0.110361	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5488	2.18369	5.30501	4.34688	-0.0222567	lidar	0.659761	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65922	1.94951	5.29742	4.32561	-0.0612566	radar	4.37971	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77405	1.67618	5.3555	4.32245	-0.05967	lidar	1.5272	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89881	1.42479	5.38544	4.30632	-0.081933	radar	0.787917	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95723	1.1919	5.32281	4.31335	-0.0733801	lidar	4.80245	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0535	0.974755	5.26931	4.30868	-0.0739755	radar	1.12247	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11397	0.743581	5.2175	4.31487	-0.0663419	lidar	3.81958	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.20884	0.448938	5.30928	4.31887	-0.0619504	radar	5.13041	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28359	0.209464	5.27994	4.32216	-0.0567576	lidar	1.45309	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39371	-0.0240649	5.25547	4.3216	-0.0452962	radar	5.83587	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46536	-0.26118	5.22626	4.32604	-0.039673	lidar	1.54526	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58462	-0.446077	5.15523	4.30425	-0.0665528	radar	4.01136	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71992	-0.631918	5.0971	4.28127	-0.0892764	lidar	2.9455	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83374	-0.863506	5.13698	4.26413	-0.116809	radar	5.69977	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92978	-1.12991	5.18141	4.27054	-0.102085	lidar	1.22695	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01952	-1.397	5.22244	4.27809	-0.0884163	radar	2.62782	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.15707	-1.60509	5.19626	4.25933	-0.104798	lidar	1.26181	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29842	-1.84713	5.28132	4.23541	-0.14037	radar	4.46641	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.40497	-2.09487	5.29228	4.23611	-0.131589	lidar	0.33532	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.55512	-2.30038	5.26278	4.21497	-0.147481	radar	3.31614	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.70373	-2.50968	5.24537	4.19581	-0.161016	lidar	0.683851	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.85819	-2.72555	5.25458	4.17587	-0.176532	radar	1.35383	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9532	-2.9897	5.28475	4.18873	-0.151582	lidar	2.05381	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08232	-3.21344	5.26175	4.18336	-0.14659	radar	0.229109	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.20712	-3.40753	5.21234	4.17036	-0.154443	lidar	1.47887	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35357	-3.65546	5.25254	4.16583	-0.149506	radar	4.39025	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51035	-3.79608	5.15463	4.13105	-0.18264	lidar	5.26977	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.65415	-4.00688	5.1639	4.11894	-0.18802	radar	0.515583	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81016	-4.23267	5.18697	4.10956	-0.187383	lidar	0.478625	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96106	-4.45152	5.1943	4.10111	-0.185808	radar	0.370227	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.12459	-4.68671	5.23249	4.09388	-0.182582	lidar	1.17571	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26541	-4.88777	5.15655	4.09046	-0.170165	radar	2.49187	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40027	-5.10359	5.15413	4.08873	-0.162664	lidar	0.233452	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54684	-5.27027	5.05909	4.07438	-0.166056	radar	3.98782	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73729	-5.4691	5.08231	4.05315	-0.179965	lidar	1.80541	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89672	-5.66555	5.06825	4.04314	-0.179976	radar	0.336006	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05458	-5.85079	5.05359	4.03065	-0.1841	lidar	0.149014	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19386	-6.00657	4.95367	4.01938	-0.184077	radar	6.17806	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36928	-6.11258	4.87171	3.98159	-0.217028	lidar	4.90506	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54443	-6.2958	4.88371	3.96797	-0.219877	radar	0.940733	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68791	-6.50018	4.89397	3.97137	-0.203855	lidar	0.461387	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90638	-6.66519	4.95768	3.93905	-0.230288	radar	7.15014	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1095	-6.82946	4.96897	3.91516	-0.243697	lidar	0.736002	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2932	-6.99326	4.98432	3.89816	-0.250075	radar	1.06084	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5232	-7.17305	5.03569	3.87449	-0.261523	lidar	3.71184	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7263	-7.31858	5.03925	3.84997	-0.274706	radar	1.99426	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9728	-7.47988	5.08709	3.82013	-0.291598	lidar	3.71407	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.16	-7.62188	5.04117	3.80403	-0.293173	radar	1.27111	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3135	-7.77155	4.99407	3.8011	-0.281092	lidar	3.01108	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5072	-7.90081	4.95949	3.7811	-0.287752	radar	1.84833	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6884	-8.00442	4.90356	3.75767	-0.298432	lidar	3.12808	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8796	-8.12006	4.82321	3.7371	-0.304515	radar	1.83738	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0949	-8.21092	4.80285	3.70346	-0.324754	lidar	0.899203	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3202	-8.3417	4.88928	3.68415	-0.327576	radar	2.77335	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.525	-8.42165	4.84913	3.65365	-0.343402	lidar	1.9674	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7276	-8.51233	4.77623	3.62851	-0.353057	radar	1.79207	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0066	-8.60114	4.83561	3.58703	-0.377846	lidar	4.49625	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2535	-8.70497	4.89785	3.56338	-0.381634	radar	2.86424	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4768	-8.75075	4.86313	3.52523	-0.402643	lidar	2.15137	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6879	-8.79937	4.76641	3.49043	-0.42147	radar	3.97965	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9198	-8.90224	4.78886	3.47686	-0.413075	lidar	0.741584	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1713	-8.994	4.88612	3.46083	-0.404407	radar	2.8996	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3993	-9.09832	4.89562	3.45314	-0.390878	lidar	0.502199	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6275	-9.17063	4.87341	3.43341	-0.392079	radar	0.264437	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9133	-9.17078	4.91	3.3779	-0.429827	lidar	2.42198	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1715	-9.24449	4.94547	3.36094	-0.424272	radar	4.47973	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4406	-9.35167	5.00112	3.35758	-0.404527	lidar	5.18962	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6818	-9.38433	4.94264	3.32623	-0.420574	radar	2.11842	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9422	-9.46305	4.97589	3.31714	-0.407487	lidar	2.06126	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1918	-9.47608	4.94728	3.28229	-0.425486	radar	2.35825	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4439	-9.47029	4.94837	3.24489	-0.442528	lidar	0.625197	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6602	-9.47331	4.88151	3.21571	-0.453201	radar	5.20498	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9448	-9.45794	4.93305	3.17614	-0.470365	lidar	1.63981	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1983	-9.51301	4.97056	3.17512	-0.443311	radar	7.7113	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4601	-9.52804	4.98996	3.1556	-0.440299	lidar	0.487557	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7169	-9.51937	4.97918	3.12632	-0.450804	radar	1.71458	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9723	-9.48666	4.98867	3.09275	-0.462256	lidar	0.253827	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2148	-9.45252	4.95611	3.0585	-0.4781	radar	0.773448	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4188	-9.49171	4.89209	3.06225	-0.449961	lidar	2.12307	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6554	-9.47772	4.90176	3.04649	-0.439657	radar	1.6928	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9046	-9.46672	4.90765	3.03038	-0.433466	lidar	0.261653	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1349	-9.42844	4.90623	3.00818	-0.431465	radar	3.96214	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3803	-9.31303	4.92638	2.95422	-0.46499	lidar	3.09371	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6125	-9.24095	4.89575	2.91707	-0.484604	radar	1.204	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8653	-9.11949	4.93457	2.86713	-0.510874	lidar	1.52197	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.102	-9.02053	4.94478	2.82998	-0.522783	radar	5.05471	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2765	-9.13692	4.78973	2.87991	-0.446167	lidar	14.2849	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5157	-9.09296	4.80498	2.86834	-0.432469	radar	1.57356	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7371	-8.99803	4.80436	2.83552	-0.444003	lidar	0.703687	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9792	-8.91752	4.81955	2.81028	-0.448596	radar	2.45414	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1753	-8.84862	4.77234	2.79103	-0.44574	lidar	1.2918	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4085	-8.76154	4.77687	2.76585	-0.45142	radar	1.91908	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6011	-8.73361	4.70545	2.7656	-0.42913	lidar	1.78507	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7918	-8.59765	4.64923	2.71275	-0.474008	radar	6.61317	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9955	-8.51989	4.62821	2.69681	-0.466238	lidar	0.180262	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2047	-8.41193	4.64947	2.67541	-0.45961	radar	1.94228	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4364	-8.31243	4.67778	2.65776	-0.453982	lidar	1.21841	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6273	-8.19802	4.64914	2.62886	-0.464281	radar	0.943198	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8665	-7.96106	4.78351	2.56465	-0.504693	lidar	6.08877	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0565	-7.81564	4.74989	2.52227	-0.5352	radar	3.88067	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2868	-7.63778	4.82776	2.48714	-0.542801	lidar	2.30087	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4857	-7.49572	4.85197	2.47172	-0.52209	radar	1.49142	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6526	-7.35115	4.81932	2.44531	-0.52279	lidar	0.66792	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.843	-7.19079	4.83739	2.42165	-0.517351	radar	0.870498	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
